Info,Scientific name,Common name,Alternate name,Family name,Scientific name2,Common name2,Alternate name2,Family name2,View
,Dicaeum anthonyi,Flame-crowned Flowerpecker,,Dicaeidae,,,,,
,,,,,Dicaeum anthonyi,Yellow-crowned Flowerpecker,,Dicaeidae,
,,,,,Dicaeum kampalili,Flame-crowned Flowerpecker,,Dicaeidae,
,Dicaeum australe,Red-striped Flowerpecker,,Dicaeidae,Dicaeum australe,Red-keeled Flowerpecker,,Dicaeidae,
,Dicaeum haematostictum,Visayan Flowerpecker,,Dicaeidae,Dicaeum haematostictum,Black-belted Flowerpecker,,Dicaeidae,
,Dicaeum concolor,Plain Flowerpecker,,Dicaeidae,,,,,
,,,,,Dicaeum concolor,Nilgiri Flowerpecker,,Dicaeidae,
,,,,,Dicaeum minullum,Plain Flowerpecker,,Dicaeidae,
,Dicaeum erythrothorax,Flame-breasted Flowerpecker,,Dicaeidae,,,,,
,,,,,Dicaeum erythrothorax,Buru Flowerpecker,,Dicaeidae,
,,,,,Dicaeum schistaceiceps,Halmahera Flowerpecker,,Dicaeidae,
,Dicaeum ignipectus,Fire-breasted Flowerpecker,,Dicaeidae,,,,,
,,,,,Dicaeum ignipectus,Fire-breasted Flowerpecker,,Dicaeidae,
,,,,,Dicaeum cambodianum,Cambodian Flowerpecker,,Dicaeidae,
,,,,,Dicaeum beccarii,Sumatran Flowerpecker,,Dicaeidae,
,,,,,Dicaeum luzoniense,Fire-throated Flowerpecker,,Dicaeidae,
,Dicaeum sanguinolentum,Blood-breasted Flowerpecker,,Dicaeidae,,,,,
,,,,,Dicaeum sanguinolentum,Blood-breasted Flowerpecker,,Dicaeidae,
,,,,,Dicaeum wilhelminae,Sumba Flowerpecker,,Dicaeidae,
,,,,,Dicaeum hanieli,Timor Flowerpecker,,Dicaeidae,
,Dicaeum hirundinaceum,Mistletoebird,,Dicaeidae,,,,,
,,,,,Dicaeum hirundinaceum,Mistletoebird,,Dicaeidae,
,,,,,Dicaeum keiense,Pink-breasted Flowerpecker,,Dicaeidae,
,,,,,Dicaeum ignicolle,Aru Flowerpecker,,Dicaeidae,
,Anthreptes fraseri,Scarlet-tufted Sunbird,,Nectariniidae,,,,,
,,,,,Deleornis fraseri,Fraser's Sunbird,,Nectariniidae,
,,,,,Deleornis axillaris,Grey-headed Sunbird,,Nectariniidae,
,Anthreptes malacensis,Plain-throated Sunbird,,Nectariniidae,,,,,
,,,,,Anthreptes malacensis,Brown-throated Sunbird,,Nectariniidae,
,,,,,Anthreptes griseigularis,Grey-throated Sunbird,,Nectariniidae,
,Anthreptes singalensis,Ruby-cheeked Sunbird,,Nectariniidae,Chalcoparia singalensis,Ruby-cheeked Sunbird,,Nectariniidae,
,Anthreptes orientalis,Kenya Violet-backed Sunbird,,Nectariniidae,Anthreptes orientalis,Eastern Violet-backed Sunbird,,Nectariniidae,
,Anthreptes aurantium,Violet-tailed Sunbird,,Nectariniidae,Anthreptes aurantius,Violet-tailed Sunbird,,Nectariniidae,
,Anthreptes pallidigaster,Amani Sunbird,,Nectariniidae,Hedydipna pallidigaster,Amani Sunbird,,Nectariniidae,
,Anthreptes rectirostris,Green Sunbird,,Nectariniidae,,,,,
,,,,,Anthreptes rectirostris,Yellow-chinned Sunbird,,Nectariniidae,
,,,,,Anthreptes tephrolaemus,Grey-chinned Sunbird,,Nectariniidae,
,Anthreptes collaris,Collared Sunbird,,Nectariniidae,Hedydipna collaris,Collared Sunbird,,Nectariniidae,
,Anthreptes platurus,Pygmy Sunbird,,Nectariniidae,Hedydipna platura,Pygmy Sunbird,,Nectariniidae,
,Anthreptes metallicus,Nile Valley Sunbird,,Nectariniidae,Hedydipna metallica,Nile Valley Sunbird,,Nectariniidae,
,Hypogramma hypogrammicum,Purple-naped Sunbird,,Nectariniidae,Arachnothera hypogrammica,Purple-naped Spiderhunter,,Nectariniidae,
,Nectarinia seimundi,Little Green Sunbird,,Nectariniidae,Anthreptes seimundi,Little Green Sunbird,,Nectariniidae,
,Nectarinia batesi,Bates's Sunbird,,Nectariniidae,Cinnyris batesi,Bates's Sunbird,,Nectariniidae,
,Nectarinia olivacea,Olive Sunbird,,Nectariniidae,Cyanomitra olivacea,Olive Sunbird,,Nectariniidae,
,Nectarinia violacea,Orange-breasted Sunbird,,Nectariniidae,Anthobaphes violacea,Orange-breasted Sunbird,,Nectariniidae,
,Nectarinia veroxii,Mouse-coloured Sunbird,,Nectariniidae,Cyanomitra verreauxii,Mouse-coloured Sunbird,,Nectariniidae,
,Nectarinia reichenbachii,Reichenbach's Sunbird,,Nectariniidae,Anabathmis reichenbachii,Reichenbach's Sunbird,,Nectariniidae,
,Nectarinia hartlaubii,Principe Sunbird,,Nectariniidae,Anabathmis hartlaubii,Principe Sunbird,,Nectariniidae,
,Nectarinia newtonii,Newton's Sunbird,,Nectariniidae,Anabathmis newtonii,Newton's Sunbird,,Nectariniidae,
,Nectarinia thomensis,Giant Sunbird,,Nectariniidae,Dreptes thomensis,Giant Sunbird,,Nectariniidae,
,Nectarinia oritis,Cameroon Sunbird,,Nectariniidae,Cyanomitra oritis,Cameroon Sunbird,,Nectariniidae,
,Nectarinia alinae,Blue-headed Sunbird,,Nectariniidae,Cyanomitra alinae,Blue-headed Sunbird,,Nectariniidae,
,Nectarinia verticalis,Green-headed Sunbird,,Nectariniidae,Cyanomitra verticalis,Green-headed Sunbird,,Nectariniidae,
,Nectarinia bannermani,Bannerman's Sunbird,,Nectariniidae,Cyanomitra bannermani,Bannerman's Sunbird,,Nectariniidae,
,Nectarinia cyanolaema,Blue-throated Brown Sunbird,,Nectariniidae,Cyanomitra cyanolaema,Blue-throated Brown Sunbird,,Nectariniidae,
,Nectarinia balfouri,Socotra Sunbird,,Nectariniidae,Chalcomitra balfouri,Socotra Sunbird,,Nectariniidae,
,Nectarinia dussumieri,Seychelles Sunbird,,Nectariniidae,Cinnyris dussumieri,Seychelles Sunbird,,Nectariniidae,
,Nectarinia fuliginosa,Carmelite Sunbird,,Nectariniidae,Chalcomitra fuliginosa,Carmelite Sunbird,,Nectariniidae,
,Nectarinia amethystina,Amethyst Sunbird,,Nectariniidae,Chalcomitra amethystina,Amethyst Sunbird,,Nectariniidae,
,Nectarinia rubescens,Green-throated Sunbird,,Nectariniidae,Chalcomitra rubescens,Green-throated Sunbird,,Nectariniidae,
,Nectarinia senegalensis,Scarlet-chested Sunbird,,Nectariniidae,Chalcomitra senegalensis,Scarlet-chested Sunbird,,Nectariniidae,
,Nectarinia hunteri,Hunter's Sunbird,,Nectariniidae,Chalcomitra hunteri,Hunter's Sunbird,,Nectariniidae,
,Nectarinia adelberti,Buff-throated Sunbird,,Nectariniidae,Chalcomitra adelberti,Buff-throated Sunbird,,Nectariniidae,
,Nectarinia zeylonica,Purple-rumped Sunbird,,Nectariniidae,Leptocoma zeylonica,Purple-rumped Sunbird,,Nectariniidae,
,Nectarinia minima,Crimson-backed Sunbird,,Nectariniidae,Leptocoma minima,Crimson-backed Sunbird,,Nectariniidae,
,Nectarinia sperata,Purple-throated Sunbird,,Nectariniidae,,,,,
,,,,,Leptocoma sperata,Purple-throated Sunbird,,Nectariniidae,
,,,,,Leptocoma juliae,Orange-lined Sunbird,,Nectariniidae,
,,,,,Leptocoma brasiliana,Maroon-bellied Sunbird,,Nectariniidae,
,Nectarinia aspasia,Black Sunbird,,Nectariniidae,Leptocoma aspasia,Black Sunbird,,Nectariniidae,
,Nectarinia calcostetha,Copper-throated Sunbird,,Nectariniidae,Leptocoma calcostetha,Copper-throated Sunbird,,Nectariniidae,
,Nectarinia jugularis,Olive-backed Sunbird,,Nectariniidae,,,,,
,,,,,Cinnyris jugularis,Olive-backed Sunbird,,Nectariniidae,
,,,,,Cinnyris idenburgi,Rand's Sunbird,,Nectariniidae,
,Nectarinia buettikoferi,Apricot-breasted Sunbird,,Nectariniidae,Cinnyris buettikoferi,Apricot-breasted Sunbird,,Nectariniidae,
,Nectarinia solaris,Flame-breasted Sunbird,,Nectariniidae,Cinnyris solaris,Flame-breasted Sunbird,,Nectariniidae,
,Nectarinia sovimanga,Souimanga Sunbird,,Nectariniidae,Cinnyris sovimanga,Souimanga Sunbird,,Nectariniidae,
,Nectarinia humbloti,Humblot's Sunbird,,Nectariniidae,Cinnyris humbloti,Humblot's Sunbird,,Nectariniidae,
,Nectarinia comorensis,Anjouan Sunbird,,Nectariniidae,Cinnyris comorensis,Anjouan Sunbird,,Nectariniidae,
,Nectarinia coquerellii,Mayotte Sunbird,,Nectariniidae,Cinnyris coquerellii,Mayotte Sunbird,,Nectariniidae,
,Nectarinia venusta,Variable Sunbird,,Nectariniidae,Cinnyris venustus,Variable Sunbird,,Nectariniidae,
,Nectarinia ursulae,Ursula's Sunbird,,Nectariniidae,Cinnyris ursulae,Ursula's Sunbird,,Nectariniidae,
,Nectarinia talatala,White-breasted Sunbird,,Nectariniidae,Cinnyris talatala,White-breasted Sunbird,,Nectariniidae,
,Nectarinia oustaleti,Oustalet's Sunbird,,Nectariniidae,Cinnyris oustaleti,Oustalet's Sunbird,,Nectariniidae,
,Nectarinia bouvieri,Orange-tufted Sunbird,,Nectariniidae,Cinnyris bouvieri,Orange-tufted Sunbird,,Nectariniidae,
,Nectarinia osea,Palestine Sunbird,,Nectariniidae,Cinnyris osea,Palestine Sunbird,,Nectariniidae,
,Nectarinia asiatica,Purple Sunbird,,Nectariniidae,Cinnyris asiaticus,Purple Sunbird,,Nectariniidae,
,Nectarinia habessinica,Shining Sunbird,,Nectariniidae,,,,,
,,,,,Cinnyris habessinicus,Shining Sunbird,,Nectariniidae,
,,,,,Cinnyris hellmayri,Arabian Sunbird,,Nectariniidae,
,Nectarinia lotenia,Long-billed Sunbird,,Nectariniidae,Cinnyris lotenius,Loten's Sunbird,,Nectariniidae,
,Nectarinia manoensis,Miombo Double-collared Sunbird,,Nectariniidae,,,,,
,,,,,Cinnyris manoensis,Eastern Miombo Sunbird,,Nectariniidae,
,,,,,Cinnyris gertrudis,Western Miombo Sunbird,,Nectariniidae,
,Nectarinia chalybea,Southern Double-collared Sunbird,,Nectariniidae,Cinnyris chalybeus,Southern Double-collared Sunbird,,Nectariniidae,
,,,,,Cinnyris ludovicensis,Montane Double-collared Sunbird,,Nectariniidae,
,,,,,Cinnyris prigoginei,Prigogine's Double-collared Sunbird,,Nectariniidae,
,,,,,Cinnyris stuhlmanni,Ruwenzori Double-collared Sunbird,,Nectariniidae,
,Nectarinia preussi,Northern Double-collared Sunbird,,Nectariniidae,Cinnyris reichenowi,Northern Double-collared Sunbird,,Nectariniidae,
,Nectarinia afra,Greater Double-collared Sunbird,,Nectariniidae,,,,,
,,,,,Cinnyris afer,Greater Double-collared Sunbird,,Nectariniidae,
,Nectarinia mediocris,Eastern Double-collared Sunbird,,Nectariniidae,,,,,
,,,,,Cinnyris mediocris,Eastern Double-collared Sunbird,,Nectariniidae,
,,,,,Cinnyris usambaricus,Usambara Double-collared Sunbird,,Nectariniidae,
,Nectarinia fuelleborni,Olive-bellied Double-collared Sunbird,,Nectariniidae,Cinnyris fuelleborni,Forest Double-collared Sunbird,,Nectariniidae,
,Nectarinia neergardi,Neergaard's Sunbird,,Nectariniidae,Cinnyris neergaardi,Neergaard's Sunbird,,Nectariniidae,
,Nectarinia chloropygia,Olive-bellied Sunbird,,Nectariniidae,Cinnyris chloropygius,Olive-bellied Sunbird,,Nectariniidae,
,Nectarinia minulla,Tiny Sunbird,,Nectariniidae,Cinnyris minullus,Tiny Sunbird,,Nectariniidae,
,Nectarinia regia,Regal Sunbird,,Nectariniidae,Cinnyris regius,Regal Sunbird,,Nectariniidae,
,Nectarinia loveridgei,Loveridge's Sunbird,,Nectariniidae,Cinnyris loveridgei,Loveridge's Sunbird,,Nectariniidae,
,Nectarinia moreaui,Moreau's Sunbird,,Nectariniidae,Cinnyris moreaui,Moreau's Sunbird,,Nectariniidae,
,Nectarinia rockefelleri,Rockefeller's Sunbird,,Nectariniidae,Cinnyris rockefelleri,Rockefeller's Sunbird,,Nectariniidae,
,Nectarinia cuprea,Copper Sunbird,,Nectariniidae,Cinnyris cupreus,Copper Sunbird,,Nectariniidae,
,Nectarinia fusca,Dusky Sunbird,,Nectariniidae,Cinnyris fuscus,Dusky Sunbird,,Nectariniidae,
,Nectarinia rufipennis,Rufous-winged Sunbird,,Nectariniidae,Cinnyris rufipennis,Rufous-winged Sunbird,,Nectariniidae,
,Nectarinia reichenowi,Golden-winged Sunbird,,Nectariniidae,Drepanorhynchus reichenowi,Golden-winged Sunbird,,Nectariniidae,
,Nectarinia shelleyi,Shelley's Sunbird,,Nectariniidae,Cinnyris shelleyi,Shelley's Sunbird,,Nectariniidae,
,Nectarinia erythrocerca,Red-chested Sunbird,,Nectariniidae,Cinnyris erythrocercus,Red-chested Sunbird,,Nectariniidae,
,Nectarinia congensis,Congo Sunbird,,Nectariniidae,Cinnyris congensis,Congo Sunbird,,Nectariniidae,
,Nectarinia mariquensis,Mariqua Sunbird,,Nectariniidae,Cinnyris mariquensis,Mariqua Sunbird,,Nectariniidae,
,Nectarinia bifasciata,Purple-banded Sunbird,,Nectariniidae,,,,,
,,,,,Cinnyris bifasciatus,Purple-banded Sunbird,,Nectariniidae,
,,,,,Cinnyris tsavoensis,Tsavo Sunbird,,Nectariniidae,
,Nectarinia pembae,Pemba Sunbird,,Nectariniidae,Cinnyris pembae,Pemba Sunbird,,Nectariniidae,
,Nectarinia chalcomelas,Violet-breasted Sunbird,,Nectariniidae,Cinnyris chalcomelas,Violet-breasted Sunbird,,Nectariniidae,
,Nectarinia notata,Long-billed Green Sunbird,,Nectariniidae,,,,,
,,,,,Cinnyris notatus,Long-billed Sunbird,,Nectariniidae,
,,,,,Cinnyris voeltzkowi,Moheli Sunbird,,Nectariniidae,
,,,,,Cinnyris moebii,Grand Comoro Sunbird,,Nectariniidae,
,Nectarinia coccinigaster,Splendid Sunbird,,Nectariniidae,Cinnyris coccinigastrus,Splendid Sunbird,,Nectariniidae,
,Nectarinia johannae,Johanna's Sunbird,,Nectariniidae,Cinnyris johannae,Johanna's Sunbird,,Nectariniidae,
,Nectarinia superba,Superb Sunbird,,Nectariniidae,Cinnyris superbus,Superb Sunbird,,Nectariniidae,
,Nectarinia pulchella,Beautiful Sunbird,,Nectariniidae,,,,,
,,,,,Cinnyris pulchellus,Beautiful Sunbird,,Nectariniidae,
,,,,,Cinnyris melanogastrus,Gorgeous Sunbird,,Nectariniidae,
,Nectarinia nectarinioides,Black-bellied Sunbird,,Nectariniidae,Cinnyris nectarinioides,Black-bellied Sunbird,,Nectariniidae,
,Aethopyga flagrans,Flaming Sunbird,,Nectariniidae,,,,,
,,,,,Aethopyga flagrans,Flaming Sunbird,,Nectariniidae,
,,,,,Aethopyga guimarasensis,Maroon-naped Sunbird,,Nectariniidae,
,Aethopyga christinae,Fork-tailed Sunbird,,Nectariniidae,,,,,
,,,,,Aethopyga christinae,Hainan Sunbird,,Nectariniidae,
,,,,,Aethopyga latouchii,Fork-tailed Sunbird,,Nectariniidae,
,Aethopyga siparaja,Crimson Sunbird,,Nectariniidae,,,,,
,,,,,Aethopyga siparaja,Crimson Sunbird,,Nectariniidae,
,,,,,Aethopyga magnifica,Magnificent Sunbird,,Nectariniidae,
,,,,,Aethopyga vigorsii,Sahyadri Sunbird,,Nectariniidae,
,Aethopyga mystacalis,Scarlet Sunbird,,Nectariniidae,,,,,
,,,,,Aethopyga mystacalis,Javan Sunbird,,Nectariniidae,
,,,,,Aethopyga temminckii,Temminck's Sunbird,,Nectariniidae,
,Arachnothera longirostra,Little Spiderhunter,,Nectariniidae,,,,,
,,,,,Arachnothera longirostra,Little Spiderhunter,,Nectariniidae,
,,,,,Arachnothera dilutior,Palawan Spiderhunter,,Nectariniidae,
,,,,,Arachnothera flammifera,Orange-tufted Spiderhunter,,Nectariniidae,
,Arachnothera affinis,Grey-breasted Spiderhunter,,Nectariniidae,,,,,
,,,,,Arachnothera modesta,Grey-breasted Spiderhunter,,Nectariniidae,
,,,,,Arachnothera affinis,Streaky-breasted Spiderhunter,,Nectariniidae,
,Arachnothera everetti,Bornean Spiderhunter,,Nectariniidae,,,,,
,Melanocharis longicauda,Lemon-breasted Berrypecker,,Melanocharitidae,Melanocharis longicauda,Mid-mountain Berrypecker,,Melanocharitidae,
,Melanocharis crassirostris,Spotted Berrypecker,,Melanocharitidae,,,,,
,,,,,Rhamphocharis crassirostris,Thick-billed Berrypecker,,Melanocharitidae,
,,,,,Rhamphocharis piperata,Spotted Berrypecker,,Melanocharitidae,
,Toxorhamphus novaeguineae,Green-crowned Longbill,,Melanocharitidae,Toxorhamphus novaeguineae,Yellow-bellied Longbill,,Melanocharitidae,
,Toxorhamphus poliopterus,Grey-winged Longbill,,Melanocharitidae,Toxorhamphus poliopterus,Slaty-headed Longbill,,Melanocharitidae,
,Toxorhamphus iliolophus,Plumed Longbill,,Melanocharitidae,Oedistoma iliolophus,Spectacled Longbill,,Melanocharitidae,
,Oreocharis arfaki,Tit Berrypecker,,Melanocharitidae,Oreocharis arfaki,Tit Berrypecker,,Paramythiidae,
,Paramythia montium,Crested Berrypecker,,Melanocharitidae,,,,,
,,,,,Paramythia montium,Eastern Crested Berrypecker,,Paramythiidae,
,,,,,Paramythia olivacea,Western Crested Berrypecker,,Paramythiidae,
,Passer domesticus,House Sparrow,,Passeridae,,,,,
,,,,,Passer domesticus,House Sparrow,,Passeridae,
,,,,,Passer italiae,Italian Sparrow,,Passeridae,
,Passer rutilans,Russet Sparrow,,Passeridae,Passer cinnamomeus,Russet Sparrow,,Passeridae,
,Passer iagoensis,Iago Sparrow,,Passeridae,Passer iagoensis,Cape Verde Sparrow,,Passeridae,
,Passer cordofanicus,Kordofan Rufous-sparrow,,Passeridae,Passer cordofanicus,Kordofan Sparrow,,Passeridae,
,Passer rufocinctus,Kenya Rufous-sparrow,,Passeridae,Passer rufocinctus,Kenya Sparrow,,Passeridae,
,Passer shelleyi,Shelley's Rufous-sparrow,,Passeridae,Passer shelleyi,White Nile Sparrow,,Passeridae,
,Passer hemileucus,Abd 'Al Kuri Sparrow,,Passeridae,Passer hemileucus,Abd al Kuri Sparrow,,Passeridae,
,Passer motitensis,Southern Rufous-sparrow,,Passeridae,Passer motitensis,Great Sparrow,,Passeridae,
,Passer simplex,African Desert Sparrow,,Passeridae,,,,,
,,,,,Passer simplex,Desert Sparrow,,Passeridae,
,,,,,Passer zarudnyi,Zarudny's Sparrow,,Passeridae,
,Petronia pyrgita,Yellow-spotted Petronia,,Passeridae,Gymnoris pyrgita,Yellow-spotted Bush-sparrow,,Passeridae,
,Petronia xanthocollis,Chestnut-shouldered Petronia,,Passeridae,Gymnoris xanthocollis,Chestnut-shouldered Bush-sparrow,,Passeridae,
,Petronia superciliaris,Yellow-throated Petronia,,Passeridae,Gymnoris superciliaris,Yellow-throated Bush-sparrow,,Passeridae,
,Petronia dentata,Bush Petronia,,Passeridae,Gymnoris dentata,Sahel Bush-sparrow,,Passeridae,
,Petronia brachydactyla,Pale Rock Sparrow,,Passeridae,Carpospiza brachydactyla,Pale Sparrow,,Passeridae,
,Montifringilla nivalis,White-winged Snowfinch,,Passeridae,,,,,
,,,,,Montifringilla nivalis,White-winged Snowfinch,,Passeridae,
,,,,,Montifringilla henrici,Tibetan Snowfinch,,Passeridae,
,Montifringilla taczanowskii,White-rumped Snowfinch,,Passeridae,Onychostruthus taczanowskii,White-rumped Snowfinch,,Passeridae,
,Montifringilla davidiana,Small Snowfinch,,Passeridae,Pyrgilauda davidiana,Small Snowfinch,,Passeridae,
,Montifringilla ruficollis,Rufous-necked Snowfinch,,Passeridae,Pyrgilauda ruficollis,Rufous-necked Snowfinch,,Passeridae,
,Montifringilla blanfordi,Plain-backed Snowfinch,,Passeridae,Pyrgilauda blanfordi,Plain-backed Snowfinch,,Passeridae,
,Montifringilla theresae,Afghan Snowfinch,,Passeridae,Pyrgilauda theresae,Afghan Snowfinch,,Passeridae,
,Motacilla madaraspatensis,White-browed Wagtail,,Motacillidae,Motacilla maderaspatensis,White-browed Wagtail,,Motacillidae,
,Motacilla flava,Yellow Wagtail,,Motacillidae,,,,,
,,,,,Motacilla flava,Western Yellow Wagtail,,Motacillidae,
,,,,,Motacilla tschutschensis,Eastern Yellow Wagtail,,Motacillidae,
,Macronyx fuellebornii,Fuelleborn's Longclaw,,Motacillidae,Macronyx fuelleborni,Fülleborn's Longclaw,,Motacillidae,
,Anthus chloris,Yellow-breasted Pipit,,Motacillidae,Hemimacronyx chloris,Yellow-breasted Pipit,,Motacillidae,
,,,,,Anthus cinnamomeus,African Pipit,,Motacillidae,
,Anthus richardi,Richard's Pipit,,Motacillidae,,,,,
,,,,,Anthus richardi,Richard's Pipit,,Motacillidae,
,,,,,Anthus vaalensis,Buffy Pipit,,Motacillidae,
,Anthus vaalensis,Buffy Pipit,,Motacillidae,,,,,
,Anthus longicaudatus,Long-tailed Pipit,,Motacillidae,,,,,
,Anthus similis,Long-billed Pipit,,Motacillidae,,,,,
,,,,,Anthus similis,Long-billed Pipit,,Motacillidae,
,,,,,Anthus nyassae,Woodland Pipit,,Motacillidae,
,Anthus rubescens,American Pipit,,Motacillidae,Anthus rubescens,Buff-bellied Pipit,,Motacillidae,
,Anthus lutescens,Yellowish Pipit,,Motacillidae,,,,,
,,,,,Anthus lutescens,Yellowish Pipit,,Motacillidae,
,,,,,Anthus peruvianus,Peruvian Pipit,,Motacillidae,
,Prunella himalayana,Rufous-streaked Accentor,,Prunellidae,Prunella himalayana,Altai Accentor,,Prunellidae,
,,,,,Prunella ocularis,Radde's Accentor,,Prunellidae,
,Prunella ocularis,Radde's Accentor,,Prunellidae,,,,,
,Prunella fagani,Yemen Accentor,,Prunellidae,,,,,
,Prunella modularis,Hedge Accentor,,Prunellidae,Prunella modularis,Dunnock,,Prunellidae,
,Sporopipes frontalis,Speckle-fronted Weaver,,Passeridae,Sporopipes frontalis,Speckle-fronted Weaver,,Ploceidae,
,Sporopipes squamifrons,Scaly Weaver,,Passeridae,Sporopipes squamifrons,Scaly-fronted Weaver,,Ploceidae,
,Plocepasser mahali,White-browed Sparrow-weaver,,Passeridae,Plocepasser mahali,White-browed Sparrow-weaver,,Ploceidae,
,Plocepasser superciliosus,Chestnut-crowned Sparrow-weaver,,Passeridae,Plocepasser superciliosus,Chestnut-crowned Sparrow-weaver,,Ploceidae,
,Plocepasser rufoscapulatus,Chestnut-backed Sparrow-weaver,,Passeridae,Plocepasser rufoscapulatus,Chestnut-backed Sparrow-weaver,,Ploceidae,
,Plocepasser donaldsoni,Donaldson-Smith's Sparrow-weaver,,Passeridae,Plocepasser donaldsoni,Donaldson-Smith's Sparrow-weaver,,Ploceidae,
,Histurgops ruficaudus,Rufous-tailed Weaver,,Passeridae,Histurgops ruficauda,Rufous-tailed Weaver,,Ploceidae,
,Pseudonigrita arnaudi,Grey-headed Social-weaver,,Passeridae,Pseudonigrita arnaudi,Grey-capped Social-weaver,,Ploceidae,
,Pseudonigrita cabanisi,Black-capped Social-weaver,,Passeridae,Pseudonigrita cabanisi,Black-capped Social-weaver,,Ploceidae,
,Philetairus socius,Sociable Weaver,,Passeridae,Philetairus socius,Sociable Weaver,,Ploceidae,
,Ploceus bertrandi,Bertrand's Weaver,,Ploceidae,Ploceus bertrandi,Bertram's Weaver,,Ploceidae,
,Ploceus nigricollis,Black-necked Weaver,,Ploceidae,,,,,
,,,,,Ploceus nigricollis,Black-necked Weaver,,Ploceidae,
,,,,,Ploceus brachypterus,Olive-naped Weaver,,Ploceidae,
,Ploceus galbula,Rueppell's Weaver,,Ploceidae,Ploceus galbula,Rüppell's Weaver,,Ploceidae,
,Ploceus heuglini,Heuglin's Masked-weaver,,Ploceidae,Ploceus heuglini,Heuglin's Masked Weaver,,Ploceidae,
,Ploceus taeniopterus,Northern Masked-weaver,,Ploceidae,Ploceus taeniopterus,Northern Masked Weaver,,Ploceidae,
,Ploceus vitellinus,Vitelline Masked-weaver,,Ploceidae,Ploceus vitellinus,Vitelline Masked Weaver,,Ploceidae,
,Ploceus velatus,Southern Masked-weaver,,Ploceidae,Ploceus velatus,Southern Masked Weaver,,Ploceidae,
,Ploceus katangae,Katanga Masked-weaver,,Ploceidae,,,,,
,,,,,Ploceus katangae,Katanga Masked Weaver,,Ploceidae,
,,,,,Ploceus upembae,Upemba Masked Weaver,,Ploceidae,
,Ploceus ruweti,Lake Lufira Weaver,,Ploceidae,Ploceus ruweti,Lufira Masked Weaver,,Ploceidae,
,Ploceus reichardi,Tanzania Masked-weaver,,Ploceidae,Ploceus reichardi,Tanzanian Masked Weaver,,Ploceidae,
,Ploceus nigerrimus,Vieillot's Black Weaver,,Ploceidae,,,,,
,,,,,Ploceus nigerrimus,Vieillot's Black Weaver,,Ploceidae,
,,,,,Ploceus castaneofuscus,Chestnut-and-black Weaver,,Ploceidae,
,Ploceus dichrocephalus,Salvadori's Weaver,,Ploceidae,Ploceus dichrocephalus,Juba Weaver,,Ploceidae,
,Ploceus megarhynchus,Yellow Weaver,,Ploceidae,Ploceus megarhynchus,Finn's Weaver,,Ploceidae,
,Ploceus bicolor,Forest Weaver,,Ploceidae,Ploceus bicolor,Dark-backed Weaver,,Ploceidae,
,Malimbus cassini,Black-throated Malimbe,,Ploceidae,Malimbus cassini,Cassin's Malimbe,,Ploceidae,
,Malimbus nitens,Gray's Malimbe,,Ploceidae,Malimbus nitens,Blue-billed Malimbe,,Ploceidae,
,Anaplectes rubriceps,Red-headed Weaver,,Ploceidae,,,,,
,,,,,Anaplectes rubriceps,Southern Red-headed Weaver,,Ploceidae,
,,,,,Anaplectes jubaensis,Red Weaver,,Ploceidae,
,,,,,Anaplectes leuconotos,Northern Red-headed Weaver,,Ploceidae,
,Foudia madagascariensis,Madagascar Red Fody,,Ploceidae,Foudia madagascariensis,Red Fody,,Ploceidae,
,Foudia eminentissima,Red-headed Fody,,Ploceidae,,,,,
,,,,,Foudia eminentissima,Red-headed Fody,,Ploceidae,
,,,,,Foudia consobrina,Grand Comoro Fody,,Ploceidae,
,,,,,Foudia aldabrana,Aldabra Fody,,Ploceidae,
,Euplectes franciscanus,Orange Bishop,,Ploceidae,Euplectes franciscanus,Northern Red Bishop,,Ploceidae,
,Euplectes orix,Red Bishop,,Ploceidae,Euplectes orix,Southern Red Bishop,,Ploceidae,
,Euplectes nigroventris,Zanzibar Bishop,,Ploceidae,Euplectes nigroventris,Zanzibar Red Bishop,,Ploceidae,
,Euplectes macroura,Yellow-shouldered Widowbird,,Ploceidae,Euplectes macroura,Yellow-mantled Widowbird,,Ploceidae,
,Euplectes ardens,Red-collared Widowbird,,Ploceidae,,,,,
,,,,,Euplectes ardens,Red-collared Widowbird,,Ploceidae,
,,,,,Euplectes laticauda,Red-cowled Widowbird,,Ploceidae,
,Euplectes psammocromius,Buff-shouldered Widowbird,,Ploceidae,Euplectes psammacromius,Montane Widowbird,,Ploceidae,
,Anomalospiza imberbis,Cuckoo Finch,,Viduidae,Anomalospiza imberbis,Cuckoo-finch,,Viduidae,
,Amblyospiza albifrons,Grosbeak Weaver,,Ploceidae,Amblyospiza albifrons,Thick-billed Weaver,,Ploceidae,
,Nigrita fusconotus,White-breasted Negrofinch,,Estrildidae,Nigrita fusconotus,White-breasted Nigrita,,Estrildidae,
,Nigrita bicolor,Chestnut-breasted Negrofinch,,Estrildidae,Nigrita bicolor,Chestnut-breasted Nigrita,,Estrildidae,
,Nigrita luteifrons,Pale-fronted Negrofinch,,Estrildidae,Nigrita luteifrons,Pale-fronted Nigrita,,Estrildidae,
,Nigrita canicapillus,Grey-headed Negrofinch,,Estrildidae,Nigrita canicapillus,Grey-headed Nigrita,,Estrildidae,
