Scientific name,Common name,Alternate name,Family name,Scientific name2,Common name2,Alternate name2,Family name2,View
,,,,Rhamphocharis piperata,Spotted Berrypecker,,Melanocharitidae,
Oedistoma iliolophus,Dwarf Longbill,,Melanocharitidae,Oedistoma iliolophus,Spectacled Longbill,,Melanocharitidae,
Paramythia montium,Crested Berrypecker,,Paramythiidae,,,,,
,,,,Paramythia montium,Eastern Crested Berrypecker,,Paramythiidae,
,,,,Paramythia olivacea,Western Crested Berrypecker,,Paramythiidae,
Passer domesticus,House Sparrow,,Passeridae,,,,,
,,,,Passer domesticus,House Sparrow,,Passeridae,
,,,,Passer italiae,Italian Sparrow,,Passeridae,
Passer rutilans,Russet Sparrow,,Passeridae,Passer cinnamomeus,Russet Sparrow,,Passeridae,
Passer iagoensis,Iago Sparrow,,Passeridae,Passer iagoensis,Cape Verde Sparrow,,Passeridae,
Passer shelleyi,Shelley's Sparrow,,Passeridae,Passer shelleyi,White Nile Sparrow,,Passeridae,
Passer hemileucus,Abd al-Kuri Sparrow,,Passeridae,Passer hemileucus,Abd al Kuri Sparrow,,Passeridae,
Passer simplex,Desert Sparrow,,Passeridae,,,,,
,,,,Passer simplex,Desert Sparrow,,Passeridae,
,,,,Passer zarudnyi,Zarudny's Sparrow,,Passeridae,
Gymnoris pyrgita,Yellow-spotted Petronia,,Passeridae,Gymnoris pyrgita,Yellow-spotted Bush-sparrow,,Passeridae,
Gymnoris xanthocollis,Yellow-throated Sparrow,,Passeridae,Gymnoris xanthocollis,Chestnut-shouldered Bush-sparrow,,Passeridae,
Gymnoris superciliaris,Yellow-throated Petronia,,Passeridae,Gymnoris superciliaris,Yellow-throated Bush-sparrow,,Passeridae,
Gymnoris dentata,Bush Petronia,,Passeridae,Gymnoris dentata,Sahel Bush-sparrow,,Passeridae,
Carpospiza brachydactyla,Pale Rockfinch,,Passeridae,Carpospiza brachydactyla,Pale Sparrow,,Passeridae,
Montifringilla henrici,Henri's Snowfinch,,Passeridae,Montifringilla henrici,Tibetan Snowfinch,,Passeridae,
Montifringilla adamsi,Tibetan Snowfinch,,Passeridae,Montifringilla adamsi,Black-winged Snowfinch,,Passeridae,
Pyrgilauda davidiana,Pere David's Snowfinch,,Passeridae,Pyrgilauda davidiana,Small Snowfinch,,Passeridae,
Pyrgilauda blanfordi,Blanford's Snowfinch,,Passeridae,Pyrgilauda blanfordi,Plain-backed Snowfinch,,Passeridae,
Motacilla flava,Western Yellow Wagtail,,Motacillidae,,,,,
,,,,Motacilla flava,Western Yellow Wagtail,,Motacillidae,
Motacilla tschutschensis,Eastern Yellow Wagtail,,Motacillidae,,,,,
,,,,Motacilla tschutschensis,Eastern Yellow Wagtail,,Motacillidae,
Anthus chloris,Yellow-breasted Pipit,,Motacillidae,Hemimacronyx chloris,Yellow-breasted Pipit,,Motacillidae,
Anthus crenatus,African Rock Pipit,,Motacillidae,Anthus crenatus,Yellow-tufted Pipit,,Motacillidae,
,,,,Anthus cinnamomeus,African Pipit,,Motacillidae,
Anthus cinnamomeus,African Pipit,,Motacillidae,,,,,
Anthus pseudosimilis,Kimberley Pipit,,Motacillidae,,,,,
,,,,Anthus novaeseelandiae,Australasian Pipit,,Motacillidae,
Anthus novaeseelandiae,New Zealand Pipit,,Motacillidae,,,,,
Anthus australis,Australian Pipit,,Motacillidae,,,,,
,,,,Anthus vaalensis,Buffy Pipit,,Motacillidae,
Anthus vaalensis,Buffy Pipit,,Motacillidae,,,,,
Anthus longicaudatus,Long-tailed Pipit,,Motacillidae,,,,,
Anthus latistriatus,Jackson's Pipit,,Motacillidae,,,,,
Anthus nyassae,Wood Pipit,,Motacillidae,Anthus nyassae,Woodland Pipit,,Motacillidae,
Anthus caffer,Bushveld Pipit,,Motacillidae,Anthus caffer,Bush Pipit,,Motacillidae,
Anthus petrosus,Eurasian Rock Pipit,,Motacillidae,Anthus petrosus,Rock Pipit,,Motacillidae,
Anthus lutescens,Yellowish Pipit,,Motacillidae,,,,,
,,,,Anthus lutescens,Yellowish Pipit,,Motacillidae,
,,,,Anthus peruvianus,Peruvian Pipit,,Motacillidae,
,,,,Prunella ocularis,Radde's Accentor,,Prunellidae,
Prunella ocularis,Radde's Accentor,,Prunellidae,,,,,
Prunella fagani,Arabian Accentor,,Prunellidae,,,,,
Prunella koslowi,Kozlov's Accentor,,Prunellidae,Prunella koslowi,Mongolian Accentor,,Prunellidae,
Bubalornis albirostris,White-billed Buffalo Weaver,,Ploceidae,Bubalornis albirostris,White-billed Buffalo-weaver,,Ploceidae,
Bubalornis niger,Red-billed Buffalo Weaver,,Ploceidae,Bubalornis niger,Red-billed Buffalo-weaver,,Ploceidae,
Dinemellia dinemelli,White-headed Buffalo Weaver,,Ploceidae,Dinemellia dinemelli,White-headed Buffalo-weaver,,Ploceidae,
Sporopipes squamifrons,Scaly-feathered Weaver,,Ploceidae,Sporopipes squamifrons,Scaly-fronted Weaver,,Ploceidae,
Plocepasser mahali,White-browed Sparrow-Weaver,,Passeridae,Plocepasser mahali,White-browed Sparrow-weaver,,Ploceidae,
Plocepasser superciliosus,Chestnut-crowned Sparrow-Weaver,,Passeridae,Plocepasser superciliosus,Chestnut-crowned Sparrow-weaver,,Ploceidae,
Plocepasser rufoscapulatus,Chestnut-backed Sparrow-Weaver,,Passeridae,Plocepasser rufoscapulatus,Chestnut-backed Sparrow-weaver,,Ploceidae,
Plocepasser donaldsoni,Donaldson-Smith's Sparrow-Weaver,,Passeridae,Plocepasser donaldsoni,Donaldson-Smith's Sparrow-weaver,,Ploceidae,
Histurgops ruficauda,Rufous-tailed Weaver,,Passeridae,Histurgops ruficauda,Rufous-tailed Weaver,,Ploceidae,
Pseudonigrita arnaudi,Grey-capped Social Weaver,,Passeridae,Pseudonigrita arnaudi,Grey-capped Social-weaver,,Ploceidae,
Pseudonigrita cabanisi,Black-capped Social Weaver,,Passeridae,Pseudonigrita cabanisi,Black-capped Social-weaver,,Ploceidae,
Philetairus socius,Sociable Weaver,,Passeridae,Philetairus socius,Sociable Weaver,,Ploceidae,
Ploceus nigricollis,Black-necked Weaver,,Ploceidae,,,,,
,,,,Ploceus nigricollis,Black-necked Weaver,,Ploceidae,
,,,,Ploceus brachypterus,Olive-naped Weaver,,Ploceidae,
Ploceus subaureus,Eastern Golden Weaver,,Ploceidae,Ploceus subaureus,African Golden Weaver,,Ploceidae,
Ploceus princeps,Principe Weaver,,Ploceidae,Ploceus princeps,Principe Golden Weaver,,Ploceidae,
Ploceus castaneiceps,Taveta Weaver,,Ploceidae,Ploceus castaneiceps,Taveta Golden Weaver,,Ploceidae,
Ploceus katangae,Katanga Masked Weaver,,Ploceidae,,,,,
,,,,Ploceus katangae,Katanga Masked Weaver,,Ploceidae,
,,,,Ploceus upembae,Upemba Masked Weaver,,Ploceidae,
Ploceus nigerrimus,Vieillot's Black Weaver,,Ploceidae,,,,,
,,,,Ploceus nigerrimus,Vieillot's Black Weaver,,Ploceidae,
,,,,Ploceus castaneofuscus,Chestnut-and-black Weaver,,Ploceidae,
Anaplectes rubriceps,Red-headed Weaver,,Ploceidae,,,,,
,,,,Anaplectes rubriceps,Southern Red-headed Weaver,,Ploceidae,
,,,,Anaplectes jubaensis,Red Weaver,,Ploceidae,
,,,,Anaplectes leuconotos,Northern Red-headed Weaver,,Ploceidae,
Foudia eminentissima,Comoros Fody,,Ploceidae,,,,,
,,,,Foudia eminentissima,Red-headed Fody,,Ploceidae,
,,,,Foudia consobrina,Grand Comoro Fody,,Ploceidae,
Euplectes hordeaceus,Black-winged Red Bishop,,Ploceidae,Euplectes hordeaceus,Black-winged Bishop,,Ploceidae,
Euplectes ardens,Red-collared Widowbird,,Ploceidae,,,,,
,,,,Euplectes ardens,Red-collared Widowbird,,Ploceidae,
,,,,Euplectes laticauda,Red-cowled Widowbird,,Ploceidae,
Anomalospiza imberbis,Cuckoo Finch,,Viduidae,Anomalospiza imberbis,Cuckoo-finch,,Viduidae,
,,,,Lagonosticta rubricata,African Firefinch,,Estrildidae,
Lagonosticta rubricata,African Firefinch,,Estrildidae,,,,,
Lagonosticta landanae,Landana Firefinch,,Estrildidae,,,,,
,,,,Lagonosticta vinacea,Vinaceous Firefinch,,Estrildidae,
,,,,Lagonosticta nigricollis,Grey Firefinch,,Estrildidae,
Lagonosticta larvata,Black-faced Firefinch,,Estrildidae,,,,,
,,,,Lagonosticta larvata,Ethiopian Firefinch,,Estrildidae,
Uraeginthus angolensis,Blue Waxbill,,Estrildidae,Uraeginthus angolensis,Blue-breasted Cordon-bleu,,Estrildidae,
Uraeginthus ianthinogaster,Purple Grenadier,,Estrildidae,Granatina ianthinogaster,Purple Grenadier,,Estrildidae,
Uraeginthus granatinus,Violet-eared Waxbill,,Estrildidae,Granatina granatina,Violet-eared Waxbill,,Estrildidae,
Estrilda caerulescens,Lavender Waxbill,,Estrildidae,Estrilda coerulescens,Lavender Waxbill,,Estrildidae,
Estrilda perreini,Grey Waxbill,,Estrildidae,Estrilda perreini,Black-tailed Waxbill,,Estrildidae,
Coccopygia bocagei,Angolan Waxbill,,Estrildidae,Coccopygia bocagei,Angola Waxbill,,Estrildidae,
,,,,Estrilda paludicola,Fawn-breasted Waxbill,,Estrildidae,
Estrilda paludicola,Fawn-breasted Waxbill,,Estrildidae,,,,,
Estrilda ochrogaster,Abyssinian Waxbill,,Estrildidae,,,,,
Amandava subflava,Orange-breasted Waxbill,,Estrildidae,Amandava subflava,Zebra Waxbill,,Estrildidae,
,,,,Ortygospiza atricollis,African Quailfinch,,Estrildidae,
Ortygospiza atricollis,Black-faced Quail-Finch,,Estrildidae,,,,,
Ortygospiza fuscocrissa,African Quail-Finch,,Estrildidae,,,,,
Ortygospiza gabonensis,Black-chinned Quail-Finch,,Estrildidae,,,,,
Neochmia phaeton,Crimson Finch,,Estrildidae,,,,,
,,,,Neochmia phaeton,Black-bellied Crimson Finch,,Estrildidae,
,,,,Neochmia evangelinae,White-bellied Crimson Finch,,Estrildidae,
Taeniopygia guttata,Zebra Finch,,Estrildidae,,,,,
,,,,Taeniopygia guttata,Timor Zebra Finch,,Estrildidae,
,,,,Taeniopygia castanotis,Australian Zebra Finch,,Estrildidae,
Erythrura hyperythra,Tawny-breasted Parrot-Finch,,Estrildidae,Erythrura hyperythra,Tawny-breasted Parrotfinch,,Estrildidae,
Erythrura prasina,Pin-tailed Parrot-Finch,,Estrildidae,Erythrura prasina,Pin-tailed Parrotfinch,,Estrildidae,
Erythrura viridifacies,Green-faced Parrot-Finch,,Estrildidae,Erythrura viridifacies,Green-faced Parrotfinch,,Estrildidae,
Erythrura tricolor,Tricolored Parrot-Finch,,Estrildidae,Erythrura tricolor,Tricoloured Parrotfinch,,Estrildidae,
Erythrura trichroa,Blue-faced Parrot-Finch,,Estrildidae,Erythrura trichroa,Blue-faced Parrotfinch,,Estrildidae,
Erythrura coloria,Red-eared Parrot-Finch,,Estrildidae,Erythrura coloria,Red-eared Parrotfinch,,Estrildidae,
Erythrura papuana,Papuan Parrot-Finch,,Estrildidae,Erythrura papuana,Papuan Parrotfinch,,Estrildidae,
Erythrura psittacea,Red-throated Parrot-Finch,,Estrildidae,Erythrura psittacea,Red-throated Parrotfinch,,Estrildidae,
Erythrura pealii,Fiji Parrot-Finch,,Estrildidae,Erythrura pealii,Fiji Parrotfinch,,Estrildidae,
,,,,Erythrura cyaneovirens,Red-headed Parrotfinch,,Estrildidae,
Erythrura cyaneovirens,Red-headed Parrot-Finch,,Estrildidae,,,,,
Erythrura regia,Royal Parrot-Finch,,Estrildidae,,,,,
Erythrura kleinschmidti,Pink-billed Parrot-Finch,,Estrildidae,Erythrura kleinschmidti,Pink-billed Parrotfinch,,Estrildidae,
Erythrura gouldiae,Gouldian Finch,,Estrildidae,Chloebia gouldiae,Gouldian Finch,,Estrildidae,
Lemuresthes nana,Madagascar Mannikin,,Estrildidae,Lepidopygia nana,Madagascar Munia,,Estrildidae,
Odontospiza caniceps,Grey-headed Silverbill,,Estrildidae,Odontospiza griseicapilla,Grey-headed Silverbill,,Estrildidae,
Lonchura cucullata,Bronze Mannikin,,Estrildidae,Spermestes cucullata,Bronze Mannikin,,Estrildidae,
,,,,Spermestes bicolor,Black-and-white Mannikin,,Estrildidae,
Lonchura bicolor,Black-and-white Mannikin,,Estrildidae,,,,,
Lonchura nigriceps,Red-backed Mannikin,,Estrildidae,,,,,
Lonchura fringilloides,Magpie Mannikin,,Estrildidae,Spermestes fringilloides,Magpie Mannikin,,Estrildidae,
Lonchura malacca,Tricolored Munia,,Estrildidae,Lonchura malacca,Tricoloured Munia,,Estrildidae,
Lonchura quinticolor,Five-colored Munia,,Estrildidae,Lonchura quinticolor,Five-coloured Munia,,Estrildidae,
Lonchura forbesi,Forbes's Mannikin,,Estrildidae,Lonchura forbesi,New Ireland Mannikin,,Estrildidae,
Lonchura montana,Western Alpine Mannikin,,Estrildidae,Lonchura montana,Snow Mountain Mannikin,,Estrildidae,
Lonchura monticola,Eastern Alpine Mannikin,,Estrildidae,Lonchura monticola,Alpine Mannikin,,Estrildidae,
Vidua codringtoni,Zambezi Indigobird,,Viduidae,Vidua codringtoni,Green Indigobird,,Viduidae,
Vidua orientalis,Sahel Paradise Whydah,,Viduidae,Vidua orientalis,Sahel Paradise-whydah,,Viduidae,
Vidua togoensis,Togo Paradise Whydah,,Viduidae,Vidua togoensis,Togo Paradise-whydah,,Viduidae,
Vidua interjecta,Exclamatory Paradise Whydah,,Viduidae,Vidua interjecta,Exclamatory Paradise-whydah,,Viduidae,
Vidua paradisaea,Long-tailed Paradise Whydah,,Viduidae,Vidua paradisaea,Long-tailed Paradise-whydah,,Viduidae,
Vidua obtusa,Broad-tailed Paradise Whydah,,Viduidae,Vidua obtusa,Broad-tailed Paradise-whydah,,Viduidae,
Fringilla teydea,Blue Chaffinch,,Fringillidae,,,,,
,,,,Fringilla teydea,Tenerife Blue Chaffinch,,Fringillidae,
,,,,Fringilla polatzeki,Gran Canaria Blue Chaffinch,,Fringillidae,
Serinus canaria,Atlantic Canary,,Fringillidae,Serinus canaria,Island Canary,,Fringillidae,
Serinus thibetanus,Tibetan Serin,,Fringillidae,Spinus thibetanus,Tibetan Siskin,,Fringillidae,
Crithagra frontalis,Western Citril,,Fringillidae,Crithagra frontalis,Yellow-browed Citril,,Fringillidae,
Crithagra citrinelloides,African Citril,,Fringillidae,Crithagra citrinelloides,Abyssinian Citril,,Fringillidae,
Crithagra hyposticta,Southern Citril,,Fringillidae,Crithagra hyposticta,East African Citril,,Fringillidae,
Crithagra citrinipecta,Lemon-breasted Canary,,Fringillidae,Crithagra citrinipectus,Lemon-breasted Canary,,Fringillidae,
Crithagra canicapilla,West African Seedeater,,Fringillidae,,,,,
,,,,Crithagra canicapilla,West African Seedeater,,Fringillidae,
Crithagra reichardi,Reichard's Seedeater,,Fringillidae,,,,,
,,,,Crithagra reichardi,Reichard's Seedeater,,Fringillidae,
,,,,Crithagra striatipectus,Stripe-breasted Seedeater,,Fringillidae,
Crithagra gularis,Streaky-headed Seedeater,,Fringillidae,,,,,
,,,,Crithagra gularis,Streaky-headed Seedeater,,Fringillidae,
,,,,Crithagra striolata,Streaky Seedeater,,Fringillidae,
Crithagra striolata,Streaky Seedeater,,Fringillidae,,,,,
Crithagra whytii,Yellow-browed Seedeater,,Fringillidae,,,,,
Crithagra alario,Black-headed Canary,,Fringillidae,Serinus alario,Black-headed Canary,,Fringillidae,
Serinus estherae,Mountain Serin,,Fringillidae,,,,,
,,,,Chrysocorythus estherae,Mountain Serin,,Fringillidae,
,,,,Chrysocorythus mindanensis,Mindanao Serin,,Fringillidae,
Neospiza concolor,Sao Tome Grosbeak,,Fringillidae,Crithagra concolor,Sao Tome Grosbeak,,Fringillidae,
Rhynchostruthus socotranus,Socotra Golden-winged Grosbeak,,Fringillidae,Rhynchostruthus socotranus,Socotra Grosbeak,,Fringillidae,
Rhynchostruthus percivali,Arabian Golden-winged Grosbeak,,Fringillidae,Rhynchostruthus percivali,Arabian Grosbeak,,Fringillidae,
Rhynchostruthus louisae,Somali Golden-winged Grosbeak,,Fringillidae,Rhynchostruthus louisae,Somali Grosbeak,,Fringillidae,
Carduelis chloris,European Greenfinch,,Fringillidae,Chloris chloris,European Greenfinch,,Fringillidae,
Carduelis sinica,Grey-capped Greenfinch,,Fringillidae,Chloris sinica,Oriental Greenfinch,,Fringillidae,
Carduelis spinoides,Yellow-breasted Greenfinch,,Fringillidae,Chloris spinoides,Yellow-breasted Greenfinch,,Fringillidae,
Carduelis monguilloti,Vietnamese Greenfinch,,Fringillidae,Chloris monguilloti,Vietnamese Greenfinch,,Fringillidae,
Carduelis ambigua,Black-headed Greenfinch,,Fringillidae,Chloris ambigua,Black-headed Greenfinch,,Fringillidae,
Carduelis spinus,Eurasian Siskin,,Fringillidae,Spinus spinus,Eurasian Siskin,,Fringillidae,
Carduelis pinus,Pine Siskin,,Fringillidae,Spinus pinus,Pine Siskin,,Fringillidae,
Carduelis atriceps,Black-capped Siskin,,Fringillidae,Spinus atriceps,Black-capped Siskin,,Fringillidae,
Carduelis spinescens,Andean Siskin,,Fringillidae,Spinus spinescens,Andean Siskin,,Fringillidae,
Carduelis yarrellii,Yellow-faced Siskin,,Fringillidae,Spinus yarrellii,Yellow-faced Siskin,,Fringillidae,
Carduelis cucullata,Red Siskin,,Fringillidae,Spinus cucullatus,Red Siskin,,Fringillidae,
Carduelis crassirostris,Thick-billed Siskin,,Fringillidae,Spinus crassirostris,Thick-billed Siskin,,Fringillidae,
Carduelis magellanica,Hooded Siskin,,Fringillidae,Spinus magellanicus,Hooded Siskin,,Fringillidae,
Carduelis siemiradzkii,Saffron Siskin,,Fringillidae,Spinus siemiradzkii,Saffron Siskin,,Fringillidae,
Carduelis olivacea,Olivaceous Siskin,,Fringillidae,Spinus olivaceus,Olivaceous Siskin,,Fringillidae,
Carduelis notata,Black-headed Siskin,,Fringillidae,Spinus notatus,Black-headed Siskin,,Fringillidae,
Carduelis barbata,Black-chinned Siskin,,Fringillidae,Spinus barbatus,Black-chinned Siskin,,Fringillidae,
Carduelis xanthogastra,Yellow-bellied Siskin,,Fringillidae,Spinus xanthogastrus,Yellow-bellied Siskin,,Fringillidae,
Carduelis atrata,Black Siskin,,Fringillidae,Spinus atratus,Black Siskin,,Fringillidae,
Carduelis uropygialis,Yellow-rumped Siskin,,Fringillidae,Spinus uropygialis,Yellow-rumped Siskin,,Fringillidae,
Carduelis tristis,American Goldfinch,,Fringillidae,Spinus tristis,American Goldfinch,,Fringillidae,
Carduelis psaltria,Lesser Goldfinch,,Fringillidae,Spinus psaltria,Lesser Goldfinch,,Fringillidae,
Carduelis lawrencei,Lawrence's Goldfinch,,Fringillidae,Spinus lawrencei,Lawrence's Goldfinch,,Fringillidae,
Carduelis dominicensis,Antillean Siskin,,Fringillidae,Spinus dominicensis,Antillean Siskin,,Fringillidae,
Carduelis carduelis,European Goldfinch,,Fringillidae,,,,,
,,,,Carduelis carduelis,European Goldfinch,,Fringillidae,
,,,,Carduelis caniceps,Eastern Goldfinch,,Fringillidae,
Carduelis hornemanni,Arctic Redpoll,,Fringillidae,,,,,
,,,,Acanthis flammea,Redpoll,,Fringillidae,
Carduelis flammea,Common Redpoll,,Fringillidae,,,,,
Carduelis flavirostris,Twite,,Fringillidae,Linaria flavirostris,Twite,,Fringillidae,
Carduelis cannabina,Common Linnet,,Fringillidae,Linaria cannabina,Common Linnet,,Fringillidae,
Carduelis yemenensis,Yemen Linnet,,Fringillidae,Linaria yemenensis,Yemen Linnet,,Fringillidae,
Carduelis johannis,Warsangli Linnet,,Fringillidae,Linaria johannis,Warsangli Linnet,,Fringillidae,
Leucosticte nemoricola,Plain Mountain Finch,,Fringillidae,Leucosticte nemoricola,Plain Mountain-finch,,Fringillidae,
Leucosticte brandti,Brandt's Mountain Finch,,Fringillidae,Leucosticte brandti,Brandt's Mountain-finch,,Fringillidae,
Leucosticte sillemi,Sillem's Mountain Finch,,Fringillidae,Carpodacus sillemi,Sillem's Rosefinch,,Fringillidae,
Leucosticte arctoa,Asian Rosy Finch,,Fringillidae,Leucosticte arctoa,Asian Rosy-finch,,Fringillidae,
Leucosticte tephrocotis,Grey-crowned Rosy Finch,,Fringillidae,Leucosticte tephrocotis,Grey-crowned Rosy-Finch,,Fringillidae,
Leucosticte atrata,Black Rosy Finch,,Fringillidae,Leucosticte atrata,Black Rosy-finch,,Fringillidae,
Leucosticte australis,Brown-capped Rosy Finch,,Fringillidae,Leucosticte australis,Brown-capped Rosy-finch,,Fringillidae,
Eremopsaltria mongolica,Mongolian Finch,,Fringillidae,Bucanetes mongolicus,Mongolian Finch,,Fringillidae,
Uragus sibiricus,Long-tailed Rosefinch,,Fringillidae,Carpodacus sibiricus,Long-tailed Rosefinch,,Fringillidae,
Carpodacus rubescens,Blanford's Rosefinch,,Fringillidae,Agraphospiza rubescens,Blanford's Rosefinch,,Fringillidae,
Carpodacus nipalensis,Dark-breasted Rosefinch,,Fringillidae,Procarduelis nipalensis,Dark-breasted Rosefinch,,Fringillidae,
Carpodacus purpureus,Purple Finch,,Fringillidae,Haemorhous purpureus,Purple Finch,,Fringillidae,
Carpodacus cassinii,Cassin's Finch,,Fringillidae,Haemorhous cassinii,Cassin's Finch,,Fringillidae,
Carpodacus mexicanus,House Finch,,Fringillidae,Haemorhous mexicanus,House Finch,,Fringillidae,
,,,,Carpodacus pulcherrimus,Beautiful Rosefinch,,Fringillidae,
Carpodacus pulcherrimus,Himalayan Beautiful Rosefinch,,Fringillidae,,,,,
Carpodacus davidianus,Chinese Beautiful Rosefinch,,Fringillidae,,,,,
,,,,Carpodacus waltoni,Pink-rumped Rosefinch,,Fringillidae,
Carpodacus eos,Stresemann's Rosefinch,,Fringillidae,,,,,
Carpodacus vinaceus,Vinaceous Rosefinch,,Fringillidae,,,,,
,,,,Carpodacus vinaceus,Vinaceous Rosefinch,,Fringillidae,
,,,,Carpodacus formosanus,Taiwan Rosefinch,,Fringillidae,
Carpodacus synoicus,Sinai Rosefinch,,Fringillidae,,,,,
,,,,Carpodacus synoicus,Sinai Rosefinch,,Fringillidae,
,,,,Carpodacus stoliczkae,Pale Rosefinch,,Fringillidae,
,,,,Carpodacus rhodochlamys,Red-mantled Rosefinch,,Fringillidae,
Carpodacus rhodochlamys,Red-mantled Rosefinch,,Fringillidae,,,,,
Carpodacus grandis,Blyth's Rosefinch,,Fringillidae,,,,,
,,,,Carpodacus rubicilla,Great Rosefinch,,Fringillidae,
Carpodacus rubicilla,Caucasian Great Rosefinch,,Fringillidae,,,,,
Carpodacus severtzovi,Spotted Great Rosefinch,,Fringillidae,,,,,
Kozlowia roborowskii,Tibetan Rosefinch,,Fringillidae,Carpodacus roborowskii,Tibetan Rosefinch,,Fringillidae,
,,,,Carpodacus ferreorostris,Bonin Grosbeak,,Fringillidae,
Pinicola subhimachala,Crimson-browed Finch,,Fringillidae,Carpodacus subhimachalus,Crimson-browed Finch,,Fringillidae,
Haematospiza sipahi,Scarlet Finch,,Fringillidae,Carpodacus sipahi,Scarlet Finch,,Fringillidae,
Pyrrhula nipalensis,Brown Bullfinch,,Fringillidae,,,,,
,,,,Pyrrhula nipalensis,Brown Bullfinch,,Fringillidae,
,,,,Pyrrhula waterstradti,Malay Bullfinch,,Fringillidae,
Pyrrhoplectes epauletta,Golden-naped Finch,,Fringillidae,Pyrrhoplectes epauletta,Gold-naped Finch,,Fringillidae,
,,,,Dysmorodrepanis munroi,Lanai Hookbill,,Fringillidae,
,,,,Rhodacanthis flaviceps,Lesser Koa-finch,,Fringillidae,
,,,,Rhodacanthis palmeri,Greater Koa-finch,,Fringillidae,
,,,,Chloridops kona,Kona Grosbeak,,Fringillidae,
Hemignathus kauaiensis,Kauai Amakihi,,Fringillidae,Chlorodrepanis stejnegeri,Kauai Amakihi,,Fringillidae,
Hemignathus virens,Hawaii Amakihi,,Fringillidae,Chlorodrepanis virens,Hawaii Amakihi,,Fringillidae,
Hemignathus flavus,Oahu Amakihi,,Fringillidae,Chlorodrepanis flava,Oahu Amakihi,,Fringillidae,
,,,,Viridonia sagittirostris,Greater Amakihi,,Fringillidae,
,,,,Akialoa obscura,Hawaii Akialoa,,Fringillidae,
Hemignathus ellisianus,Greater Akialoa,,Fringillidae,,,,,
,,,,Akialoa ellisiana,Oahu Akialoa,,Fringillidae,
,,,,Akialoa lanaiensis,Lanai Akialoa,,Fringillidae,
,,,,Akialoa stejnegeri,Kauai Akialoa,,Fringillidae,
Hemignathus lucidus,Nukupuu,,Fringillidae,,,,,
,,,,Hemignathus lucidus,Oahu Nukupuu,,Fringillidae,
,,,,Hemignathus affinis,Maui Nukupuu,,Fringillidae,
,,,,Hemignathus hanapepe,Kauai Nukupuu,,Fringillidae,
Hemignathus munroi,Akiapolaau,,Fringillidae,Hemignathus wilsoni,Akiapolaau,,Fringillidae,
Loxops coccineus,Akepa,,Fringillidae,,,,,
,,,,Loxops coccineus,Hawaii Akepa,,Fringillidae,
,,,,Loxops wolstenholmei,Oahu Akepa,,Fringillidae,
,,,,Loxops ochraceus,Maui Akepa,,Fringillidae,
,,,,Ciridops anna,Ula-ai-hawane,,Fringillidae,
Vestiaria coccinea,Iiwi,,Fringillidae,Drepanis coccinea,Iiwi,,Fringillidae,
,,,,Drepanis pacifica,Hawaii Mamo,,Fringillidae,
,,,,Drepanis funerea,Black Mamo,,Fringillidae,
Himatione sanguinea,Apapane,,Fringillidae,,,,,
,,,,Himatione sanguinea,Apapane,,Fringillidae,
,,,,Himatione fraithii,Laysan Honeycreeper,,Fringillidae,
Urocynchramus pylzowi,Przevalski's Finch,,Urocynchramidae,Urocynchramus pylzowi,Przevalski's Rosefinch,,Urocynchramidae,
Emberiza tahapisi,Cinnamon-breasted Bunting,,Emberizidae,,,,,
,,,,Emberiza tahapisi,Cinnamon-breasted Bunting,,Emberizidae,
,,,,Emberiza goslingi,Grey-throated Bunting,,Emberizidae,
,,,,Emberiza capensis,Cape Bunting,,Emberizidae,
Emberiza capensis,Cape Bunting,,Emberizidae,,,,,
Emberiza vincenti,Vincent's Bunting,,Emberizidae,,,,,
Emberiza yessoensis,Japanese Reed Bunting,,Emberizidae,Emberiza yessoensis,Ochre-rumped Bunting,,Emberizidae,
Emberiza spodocephala,Black-faced Bunting,,Emberizidae,,,,,
,,,,Emberiza spodocephala,Black-faced Bunting,,Emberizidae,
,,,,Emberiza personata,Masked Bunting,,Emberizidae,
Emberiza pallasi,Pallas's Reed Bunting,,Emberizidae,,,,,
,,,,Emberiza pallasi,Pallas's Bunting,,Emberizidae,
,,,,Emberiza schoeniclus,Reed Bunting,,Emberizidae,
Emberiza schoeniclus,Common Reed Bunting,,Emberizidae,,,,,
Calamospiza melanocorys,Lark Bunting,,Emberizidae,Calamospiza melanocorys,Lark Bunting,,Passerellidae,
Passerella iliaca,Fox Sparrow,,Emberizidae,,,,,
,,,,Passerella iliaca,Red Fox-sparrow,,Passerellidae,
,,,,Passerella unalaschcensis,Sooty Fox-sparrow,,Passerellidae,
,,,,Passerella schistacea,Slate-colored Fox-sparrow,,Passerellidae,
,,,,Passerella megarhyncha,Thick-billed Fox-sparrow,,Passerellidae,
Melospiza melodia,Song Sparrow,,Emberizidae,Melospiza melodia,Song Sparrow,,Passerellidae,
Melospiza lincolnii,Lincoln's Sparrow,,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,,Passerellidae,
Melospiza georgiana,Swamp Sparrow,,Emberizidae,Melospiza georgiana,Swamp Sparrow,,Passerellidae,
Zonotrichia capensis,Rufous-collared Sparrow,,Emberizidae,Zonotrichia capensis,Rufous-collared Sparrow,,Passerellidae,
Zonotrichia querula,Harris's Sparrow,,Emberizidae,Zonotrichia querula,Harris's Sparrow,,Passerellidae,
